canonical_product_uid,brand,model,size_canonical,size_compact,load_index,speed_rating,tire_type,season,barcode,barcode_type,manufacturer_part_number,source_url,evidence_level,usable_for,current_status,missing_fields,field_completeness_score,harvested_at,run_id
bfgoodrich_all_terrain_ta_ko3_lt285_65r20_121_118_s_11201,BFGoodrich,All-Terrain T/A KO3,LT285/65R20,2856520,121/118,S,light_truck,all_terrain,086699112019,upc,11201,https://www.tiresandwheels.com/product/tire/EC494506/BFGoodrich/11201/All-Terrain-T/A-KO3_86699112019_LT285+65R20,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
bfgoodrich_all_terrain_ta_ko2_lt285_70r17_121_118_r_24481,BFGoodrich,All-Terrain T/A KO2,LT285/70R17,2857017,121/118,R,light_truck,all_terrain,086699244819,upc,24481,https://www.tiresandwheels.com/product/tire/EC368979/BFGoodrich/24481/All-Terrain-T/A-KO2_86699244819_LT285+70R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
bfgoodrich_rugged_terrain_ta_lt245_75r16_120_116_s_17197,BFGoodrich,Rugged Terrain T/A,LT245/75R16,2457516,120/116,S,light_truck,highway,086699171979,upc,17197,https://www.tiresandwheels.com/product/tire/EC27386/BFGoodrich/17197_Rugged+Terrain+T/A_86699171979_LT245+75R16,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
bfgoodrich_all_terrain_ta_ko2_lt275_55r20_119_116_r_61764,BFGoodrich,All-Terrain T/A KO2,LT275/55R20,2755520,119/116,R,light_truck,all_terrain,086699617644,upc,61764,https://www.tiresandwheels.com/product/tire/EC158431/BFGoodrich/61764/T/A-KO2_86699617644_LT275+55R20,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
bfgoodrich_all_terrain_ta_ko2_lt275_60r20_119_116_r_64811,BFGoodrich,All-Terrain T/A KO2,LT275/60R20,2756020,119/116,R,light_truck,all_terrain,086699648112,upc,64811,https://www.tiresandwheels.com/product/tire/EC82730/BFGoodrich/64811/All-Terrain-T/A-KO2_86699648112_LT275+60R20,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
kumho_eco_solus_kl21_225_65r17_102_h_2159273,Kumho,eco Solus KL21,225/65R17,2256517,102,H,passenger,all_season,8808956132873,ean,2159273,https://www.tiresandwheels.com/product/tire/EC158899/Kumho/2159273/eco-Solus-KL21_8808956132873_225+65R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
kumho_crugen_kl33_225_60r17_99_h_2172063,Kumho,Crugen KL33,225/60R17,2256017,99,H,passenger,all_season,8808956139131,ean,2172063,https://www.tiresandwheels.com/product/tire/EC167653/Kumho/2172063/Crugen-KL33_8808956139131_225+60R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
kumho_solus_ta11_225_60r17_99_t_2183063,Kumho,Solus TA11,225/60R17,2256017,99,T,passenger,all_season,8808956154233,ean,2183063,https://www.tiresandwheels.com/product/tire/EC168072/Kumho/2183063/Solus-TA11_8808956154233_225+60R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
kumho_solus_ta31_215_55r17_94_v_2175593,Kumho,Solus TA31,215/55R17,2155517,94,V,passenger,all_season,8808956141066,ean,2175593,https://www.tiresandwheels.com/product/tire/EC168123/Kumho/2175593/Solus-TA31_8808956141066_215+55R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
kelly_edge_touring_plus_225_65r17_102_h_356674107,Kelly,Edge Touring Plus,225/65R17,2256517,102,H,passenger,all_season,741317964479,upc,356674107,https://www.tiresandwheels.com/product/tire/EC495278/Kelly/356674107_Edge+Touring+Plus_741317964479_225+65R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
hercules_roadtour_connect_pcv_225_65r17_102_h_04507,Hercules,Roadtour Connect PCV,225/65R17,2256517,102,H,passenger,all_season,029142978312,upc,04507,https://www.tiresandwheels.com/product/tire/EC443490/Hercules/04507/Roadtour-Connect-PCV_29142978312_225+65R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
ironman_all_country_at2_265_70r17_115_t_07616,Ironman,All Country AT2,265/70R17,2657017,115,T,light_truck,all_terrain,029142967675,upc,07616,https://www.tiresandwheels.com/product/tire/EC372095/Ironman/07616/All-Country-AT2_29142967675_265+70R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
ironman_rb_suv_265_65r17_112_h_93215,Ironman,RB SUV,265/65R17,2656517,112,H,passenger,highway,688028932154,upc,93215,https://www.tiresandwheels.com/product/tire/EC164940/Ironman/93215/RB-SUV_688028932154_265+65R17,verified_1src_strong,auto_count_candidate,active_retail,,90,2026-06-22T05:30:26Z,run_20260622_001
